id,numeric_score,qualitative_response,model_used,timestamp_utc,prompt_tokens,completion_tokens,total_tokens
1726,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of affluent and neglected areas. The presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime risk. However,",llama-3.1-8b-instant,2026-03-04T04:27:40.261426+00:00,146,40,186
1727,6.0,"6

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly White population, suggesting a stable and affluent community. However, the presence of vacant or abandoned properties may indicate",llama-3.1-8b-instant,2026-03-04T04:27:42.608636+00:00,146,40,186
1728,6.0,"6

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly White population, suggesting a stable and affluent community. However, the presence of vacant or abandoned properties may indicate",llama-3.1-8b-instant,2026-03-04T04:27:44.944667+00:00,146,40,186
1729,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:27:47.301245+00:00,142,40,182
1730,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:27:49.674712+00:00,142,40,182
1731,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:27:52.039842+00:00,142,40,182
1732,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:27:54.378410+00:00,142,40,182
1733,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options, suggesting a stable and affluent community. However, the urban setting may contribute to a slightly",llama-3.1-8b-instant,2026-03-04T04:27:56.739492+00:00,142,40,182
1734,6.0,"6

This neighborhood is perceived as having a moderate to high crime risk due to its urban location, vacant or abandoned properties, and a large Hispanic population, which may be associated with higher crime rates in",llama-3.1-8b-instant,2026-03-04T04:27:59.082493+00:00,160,40,200
1735,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas, suggesting a moderate level of activity and community engagement. However, the extremely high median household income may indicate a",llama-3.1-8b-instant,2026-03-04T04:28:01.432233+00:00,145,40,185
1736,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and presence of a notable Hispanic population may also",llama-3.1-8b-instant,2026-03-04T04:28:03.767596+00:00,153,40,193
1737,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. However, the urban setting may also contribute to a higher risk of",llama-3.1-8b-instant,2026-03-04T04:28:06.149747+00:00,142,40,182
1738,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a relatively stable environment. However, the urban setting and lower median household income could also suggest",llama-3.1-8b-instant,2026-03-04T04:28:08.598491+00:00,142,40,182
1739,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and relatively low median household income may indicate some",llama-3.1-8b-instant,2026-03-04T04:28:10.926352+00:00,142,40,182
1740,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:28:13.261230+00:00,142,40,182
1741,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:28:15.630940+00:00,142,40,182
1742,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:28:17.975098+00:00,142,40,182
1743,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:28:20.363883+00:00,142,40,182
1744,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas that contribute to a sense of community and activity. The presence of a notable Hispanic population and a relatively high median",llama-3.1-8b-instant,2026-03-04T04:28:22.708327+00:00,153,40,193
1745,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:28:25.044022+00:00,142,40,182
1746,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and notable Hispanic population may also be associated",llama-3.1-8b-instant,2026-03-04T04:28:27.513638+00:00,153,40,193
1747,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Hispanic population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:28:29.851350+00:00,153,40,193
1748,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. However, the urban setting may also contribute to a higher risk of",llama-3.1-8b-instant,2026-03-04T04:28:32.212758+00:00,142,40,182
1749,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but the presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots.",llama-3.1-8b-instant,2026-03-04T04:28:34.564570+00:00,146,40,186
1750,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Hispanic population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:28:36.922016+00:00,153,40,193
1751,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but the presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots.",llama-3.1-8b-instant,2026-03-04T04:28:39.274723+00:00,146,40,186
1752,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The presence of a notable Hispanic population and a relatively high median household",llama-3.1-8b-instant,2026-03-04T04:28:41.611221+00:00,153,40,193
1753,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a sense of activity and community. However, the presence of vacant or abandoned properties could indicate",llama-3.1-8b-instant,2026-03-04T04:28:43.954525+00:00,146,40,186
1754,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a sense of activity and community. However, the presence of vacant or abandoned properties could indicate",llama-3.1-8b-instant,2026-03-04T04:28:46.278789+00:00,144,40,184
1755,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that contribute to a relatively stable environment. However, the urban setting and notable Hispanic population may be associated with higher",llama-3.1-8b-instant,2026-03-04T04:28:48.627598+00:00,153,40,193
1756,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. The presence of a notable Hispanic population and a median household income of",llama-3.1-8b-instant,2026-03-04T04:28:50.958459+00:00,153,40,193
1757,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and notable Hispanic population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:28:53.312013+00:00,153,40,193
1758,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:28:55.661161+00:00,142,40,182
1759,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and presence of a notable Hispanic population may",llama-3.1-8b-instant,2026-03-04T04:28:58.012484+00:00,153,40,193
1760,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but also a notable presence of vacant or abandoned properties, which can contribute to a sense of neglect and potential",llama-3.1-8b-instant,2026-03-04T04:29:00.376841+00:00,157,40,197
1761,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent and established residents contributing to a stable environment. The presence of a high median household income and occupied housing units suggests a sense of",llama-3.1-8b-instant,2026-03-04T04:29:02.725203+00:00,153,40,193
1762,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:29:05.075870+00:00,142,40,182
1763,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:29:07.409646+00:00,142,40,182
1764,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of affluent and neglected areas. The presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots. However",llama-3.1-8b-instant,2026-03-04T04:29:09.782723+00:00,146,40,186
1765,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:29:12.130085+00:00,153,40,193
1766,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:29:14.475396+00:00,142,40,182
1767,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:29:16.823995+00:00,142,40,182
1768,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:29:19.182535+00:00,142,40,182
1769,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:29:21.537826+00:00,142,40,182
1770,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:29:23.888199+00:00,142,40,182
1771,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:29:26.230018+00:00,153,40,193
1772,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:29:28.565954+00:00,142,40,182
1773,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas that may contribute to a sense of activity and community. However, the presence of vacant or abandoned properties could indicate",llama-3.1-8b-instant,2026-03-04T04:29:30.900274+00:00,146,40,186
1774,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:29:33.251488+00:00,142,40,182
1775,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent and diverse residents contributing to a stable community atmosphere. The high median household income and occupied housing units suggest a sense of stability and",llama-3.1-8b-instant,2026-03-04T04:29:35.589544+00:00,153,40,193
1776,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of affluent and neglected areas. The presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime risk. However,",llama-3.1-8b-instant,2026-03-04T04:29:37.952713+00:00,146,40,186
1777,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent and diverse residents contributing to a stable community atmosphere. The presence of a high median household income and occupied housing units suggests a sense",llama-3.1-8b-instant,2026-03-04T04:29:40.311274+00:00,153,40,193
1778,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but the presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots.",llama-3.1-8b-instant,2026-03-04T04:29:42.672639+00:00,146,40,186
1779,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of residential and commercial areas, but the presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots.",llama-3.1-8b-instant,2026-03-04T04:29:45.023340+00:00,146,40,186
1780,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:29:47.386367+00:00,153,40,193
1781,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:29:49.728932+00:00,142,40,182
1782,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of community and activity. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:29:52.066152+00:00,153,40,193
1783,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:29:54.418912+00:00,142,40,182
1784,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:29:56.775809+00:00,142,40,182
1785,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of affluent and neglected areas. The presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime risk. However,",llama-3.1-8b-instant,2026-03-04T04:29:59.135523+00:00,146,40,186
1786,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:30:01.478036+00:00,142,40,182
1787,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent and diverse residents contributing to a stable community atmosphere. The high median household income and occupied housing units suggest a sense of stability and",llama-3.1-8b-instant,2026-03-04T04:30:03.839988+00:00,153,40,193
1788,6.0,"6

This neighborhood is perceived as moderately safe, with a mix of affluent and neglected areas. The presence of vacant or abandoned properties may contribute to a sense of neglect and potential crime hotspots. However",llama-3.1-8b-instant,2026-03-04T04:30:06.186039+00:00,146,40,186
1789,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:30:08.544322+00:00,142,40,182
1790,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:30:10.888914+00:00,142,40,182
1791,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:30:13.239151+00:00,142,40,182
1792,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:30:15.653438+00:00,142,40,182
1793,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial activity. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:30:18.004158+00:00,153,40,193
1794,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of residential and commercial areas contributing to a sense of activity and community. However, the urban setting and notable Hispanic population may also be associated",llama-3.1-8b-instant,2026-03-04T04:30:20.360801+00:00,153,40,193
1795,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and predominantly White population may also contribute to",llama-3.1-8b-instant,2026-03-04T04:30:22.712989+00:00,142,40,182
1796,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:30:25.062388+00:00,142,40,182
1797,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:30:27.512751+00:00,142,40,182
1798,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographic and high median household income. The presence of services and everyday retail options suggests a well-maint",llama-3.1-8b-instant,2026-03-04T04:30:29.855946+00:00,142,40,182
1799,8.0,"8

This neighborhood is perceived as relatively safe, with a low crime rate likely due to its affluent demographics and high median household income. The predominantly White population and well-maintained housing units also contribute",llama-3.1-8b-instant,2026-03-04T04:30:32.323285+00:00,142,40,182
1800,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of commercial and residential areas contributing to a sense of activity and community. The high median household income and occupied housing units suggest a stable and",llama-3.1-8b-instant,2026-03-04T04:30:34.662868+00:00,142,40,182
1801,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. The presence of mixed commercial options and occupied housing units also",llama-3.1-8b-instant,2026-03-04T04:30:36.996355+00:00,142,40,182
1802,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:30:39.368491+00:00,142,40,182
1803,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:30:41.830099+00:00,142,40,182
1804,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:30:44.208769+00:00,142,40,182
1805,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:30:46.569543+00:00,153,40,193
1806,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:30:48.940519+00:00,142,40,182
1807,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate level",llama-3.1-8b-instant,2026-03-04T04:30:51.303168+00:00,142,40,182
1808,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate level",llama-3.1-8b-instant,2026-03-04T04:30:53.658155+00:00,142,40,182
1809,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:30:56.013728+00:00,142,40,182
1810,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:30:58.471672+00:00,153,40,193
1811,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:31:00.851559+00:00,142,40,182
1812,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:31:03.215129+00:00,142,40,182
1813,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:05.566659+00:00,153,40,193
1814,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a stable community. However, the urban setting and relatively high population density may contribute to",llama-3.1-8b-instant,2026-03-04T04:31:07.934182+00:00,142,40,182
1815,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:10.305452+00:00,153,40,193
1816,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:31:12.667939+00:00,142,40,182
1817,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:15.037846+00:00,153,40,193
1818,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a stable community. However, the urban setting and relatively high population density may contribute to",llama-3.1-8b-instant,2026-03-04T04:31:17.498527+00:00,142,40,182
1819,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:19.862441+00:00,153,40,193
1820,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly affluent Asian population, suggesting a low crime rate. However, the urban setting may contribute to some crime risk",llama-3.1-8b-instant,2026-03-04T04:31:22.228312+00:00,142,40,182
1821,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate level",llama-3.1-8b-instant,2026-03-04T04:31:24.598521+00:00,142,40,182
1822,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate level",llama-3.1-8b-instant,2026-03-04T04:31:26.936530+00:00,142,40,182
1823,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:31:29.320878+00:00,142,40,182
1824,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial and residential areas, suggesting a stable and affluent community. The presence of a diverse population, including",llama-3.1-8b-instant,2026-03-04T04:31:31.670875+00:00,142,40,182
1825,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate level",llama-3.1-8b-instant,2026-03-04T04:31:34.018714+00:00,142,40,182
1826,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:36.490833+00:00,153,40,193
1827,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:31:38.867525+00:00,142,40,182
1828,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial and residential areas. The presence of a diverse population and a range of retail options suggests a vibrant",llama-3.1-8b-instant,2026-03-04T04:31:41.342182+00:00,153,40,193
1829,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial and residential areas, suggesting a stable and well-maintained community. The high percentage of Asian",llama-3.1-8b-instant,2026-03-04T04:31:43.733394+00:00,142,40,182
1830,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial and residential areas. The presence of a large Asian population and a notable Hispanic population suggests a diverse",llama-3.1-8b-instant,2026-03-04T04:31:46.077090+00:00,153,40,193
1831,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:48.445685+00:00,153,40,193
1832,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:50.813897+00:00,153,40,193
1833,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:31:53.174767+00:00,142,40,182
1834,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate level",llama-3.1-8b-instant,2026-03-04T04:31:55.638632+00:00,142,40,182
1835,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:31:58.011249+00:00,153,40,193
1836,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:32:00.378760+00:00,153,40,193
1837,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:32:02.748542+00:00,142,40,182
1838,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a stable community. However, the urban setting may contribute to a moderate level of crime",llama-3.1-8b-instant,2026-03-04T04:32:05.113380+00:00,142,40,182
1839,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial and residential areas. However, the urban setting and notable Hispanic population may contribute to a slightly higher",llama-3.1-8b-instant,2026-03-04T04:32:07.472008+00:00,153,40,193
1840,6.0,"6

This neighborhood is perceived as relatively safe, with a mix of affluent and vacant properties, suggesting a moderate level of crime risk. However, the presence of vacant or abandoned properties may contribute to a",llama-3.1-8b-instant,2026-03-04T04:32:09.840069+00:00,157,40,197
1841,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial and residential areas. The presence of a diverse population and a range of retail options suggests a vibrant",llama-3.1-8b-instant,2026-03-04T04:32:12.232677+00:00,153,40,193
1842,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:32:14.600714+00:00,142,40,182
1843,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly affluent Asian population, suggesting a low crime rate. However, the urban setting may contribute to some crime risk",llama-3.1-8b-instant,2026-03-04T04:32:17.086671+00:00,142,40,182
1844,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a stable community. However, the urban setting and relatively high population density may contribute to",llama-3.1-8b-instant,2026-03-04T04:32:19.448281+00:00,142,40,182
1845,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate",llama-3.1-8b-instant,2026-03-04T04:32:21.825216+00:00,142,40,182
1846,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a predominantly Asian population, suggesting a stable and affluent community. However, the urban setting may contribute to a moderate level",llama-3.1-8b-instant,2026-03-04T04:32:24.176213+00:00,142,40,182
1847,8.0,"8

This neighborhood is perceived as relatively safe, with a high median household income and a mix of commercial options suggesting a well-established community. However, the urban setting may contribute to a moderate level of",llama-3.1-8b-instant,2026-03-04T04:32:26.654631+00:00,142,40,182
1848,8.0,"8

This neighborhood is perceived as relatively safe, with a mix of affluent residents and a strong presence of commercial establishments. The high median household income and occupied housing units suggest a stable community. However,",llama-3.1-8b-instant,2026-03-04T04:32:29.027328+00:00,153,40,193
